Scenario,year,variable,sector,qualifier,type,value,model
0.100000000,"2012","out","Elec","S1","q",4850.169586019,1.000000000
0.100000000,"2012","ECO2","Elec","S1","q",25.218171628,1.000000000
0.100000000,"2012","low","Elec","S1","q",0.000000000,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Elec","S1","wage",0.079131810,1.000000000
0.100000000,"2012","high","Elec","S1","q",0.000000000,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Elec","S1","wage",0.113578141,1.000000000
0.100000000,"2012","out","Coal","S1","q",2748.764491440,1.000000000
0.100000000,"2012","ECO2","Coal","S1","q",16.311816444,1.000000000
0.100000000,"2012","low","Coal","S1","q",4604.465136747,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Coal","S1","wage",0.115591552,1.000000000
0.100000000,"2012","high","Coal","S1","q",545.459119353,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Coal","S1","wage",0.177585477,1.000000000
0.100000000,"2012","out","Oilgas","S1","q",1224.619125838,1.000000000
0.100000000,"2012","ECO2","Oilgas","S1","q",0.209753978,1.000000000
0.100000000,"2012","low","Oilgas","S1","q",701.045519434,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Oilgas","S1","wage",0.116924126,1.000000000
0.100000000,"2012","high","Oilgas","S1","q",414.825103908,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Oilgas","S1","wage",0.166891798,1.000000000
0.100000000,"2012","out","Roil","S1","q",3489.168092537,1.000000000
0.100000000,"2012","ECO2","Roil","S1","q",1.253732888,1.000000000
0.100000000,"2012","low","Roil","S1","q",350.226593997,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Roil","S1","wage",0.125323017,1.000000000
0.100000000,"2012","high","Roil","S1","q",219.719562508,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Roil","S1","wage",0.180655495,1.000000000
0.100000000,"2012","out","Gas","S1","q",311.871356980,1.000000000
0.100000000,"2012","ECO2","Gas","S1","q",0.890762047,1.000000000
0.100000000,"2012","low","Gas","S1","q",348.692583046,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Gas","S1","wage",0.034470417,1.000000000
0.100000000,"2012","high","Gas","S1","q",144.958232278,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Gas","S1","wage",0.050100984,1.000000000
0.100000000,"2012","out","Agri","S1","q",8952.766999740,1.000000000
0.100000000,"2012","ECO2","Agri","S1","q",0.464934894,1.000000000
0.100000000,"2012","low","Agri","S1","q",3.3445598224E+5,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Agri","S1","wage",0.015513692,1.000000000
0.100000000,"2012","high","Agri","S1","q",2064.782612323,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Agri","S1","wage",0.053751414,1.000000000
0.100000000,"2012","out","mine","S1","q",1880.434709495,1.000000000
0.100000000,"2012","ECO2","mine","S1","q",0.754915205,1.000000000
0.100000000,"2012","low","mine","S1","q",2138.299901385,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","mine","S1","wage",0.132049418,1.000000000
0.100000000,"2012","high","mine","S1","q",212.106833105,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","mine","S1","wage",0.217247592,1.000000000
0.100000000,"2012","out","Food","S1","q",8853.384403514,1.000000000
0.100000000,"2012","ECO2","Food","S1","q",0.555710382,1.000000000
0.100000000,"2012","low","Food","S1","q",8332.842604659,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Food","S1","wage",0.062826746,1.000000000
0.100000000,"2012","high","Food","S1","q",918.250991635,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Food","S1","wage",0.128818650,1.000000000
0.100000000,"2012","out","Paper","S1","q",1239.293307095,1.000000000
0.100000000,"2012","ECO2","Paper","S1","q",0.700233091,1.000000000
0.100000000,"2012","low","Paper","S1","q",2009.797696692,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Paper","S1","wage",0.047715634,1.000000000
0.100000000,"2012","high","Paper","S1","q",179.405342383,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Paper","S1","wage",0.075188431,1.000000000
0.100000000,"2012","out","Chem","S1","q",2802.080921257,1.000000000
0.100000000,"2012","ECO2","Chem","S1","q",5.651115965,1.000000000
0.100000000,"2012","low","Chem","S1","q",1354.252443441,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Chem","S1","wage",0.066434772,1.000000000
0.100000000,"2012","high","Chem","S1","q",357.331303185,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Chem","S1","wage",0.102206146,1.000000000
0.100000000,"2012","out","CM","S1","q",1681.405685062,1.000000000
0.100000000,"2012","ECO2","CM","S1","q",2.966519681,1.000000000
0.100000000,"2012","low","CM","S1","q",2137.815101305,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","CM","S1","wage",0.062296052,1.000000000
0.100000000,"2012","high","CM","S1","q",214.582609142,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","CM","S1","wage",0.097810444,1.000000000
0.100000000,"2012","out","IST","S1","q",1601.223351992,1.000000000
0.100000000,"2012","ECO2","IST","S1","q",5.243480449,1.000000000
0.100000000,"2012","low","IST","S1","q",1522.845163661,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","IST","S1","wage",0.048680758,1.000000000
0.100000000,"2012","high","IST","S1","q",347.923024121,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","IST","S1","wage",0.072886171,1.000000000
0.100000000,"2012","out","NFM","S1","q",2338.406868571,1.000000000
0.100000000,"2012","ECO2","NFM","S1","q",1.223925397,1.000000000
0.100000000,"2012","low","NFM","S1","q",848.078500525,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","NFM","S1","wage",0.111452684,1.000000000
0.100000000,"2012","high","NFM","S1","q",186.632544976,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","NFM","S1","wage",0.166518369,1.000000000
0.100000000,"2012","out","EII","S1","q",22445.983678860,1.000000000
0.100000000,"2012","ECO2","EII","S1","q",22.550038397,1.000000000
0.100000000,"2012","low","EII","S1","q",20446.765156237,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","EII","S1","wage",0.066411138,1.000000000
0.100000000,"2012","high","EII","S1","q",2329.882499198,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","EII","S1","wage",0.130068525,1.000000000
0.100000000,"2012","out","OM","S1","q",50728.619876568,1.000000000
0.100000000,"2012","ECO2","OM","S1","q",2.859323597,1.000000000
0.100000000,"2012","low","OM","S1","q",1.1090386542E+5,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","OM","S1","wage",0.043198617,1.000000000
0.100000000,"2012","high","OM","S1","q",10267.991231672,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","OM","S1","wage",0.088961929,1.000000000
0.100000000,"2012","out","Air","S1","q",509.799414903,1.000000000
0.100000000,"2012","ECO2","Air","S1","q",0.412109045,1.000000000
0.100000000,"2012","low","Air","S1","q",186.343115968,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Air","S1","wage",0.090046007,1.000000000
0.100000000,"2012","high","Air","S1","q",276.796292409,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Air","S1","wage",0.133560172,1.000000000
0.100000000,"2012","out","Tran","S1","q",5040.606253986,1.000000000
0.100000000,"2012","ECO2","Tran","S1","q",3.081761823,1.000000000
0.100000000,"2012","low","Tran","S1","q",22111.949083838,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Tran","S1","wage",0.036023111,1.000000000
0.100000000,"2012","high","Tran","S1","q",2197.994628214,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Tran","S1","wage",0.065793761,1.000000000
0.100000000,"2012","out","Serv","S1","q",39413.895462756,1.000000000
0.100000000,"2012","ECO2","Serv","S1","q",2.141310130,1.000000000
0.100000000,"2012","low","Serv","S1","q",1.2945188074E+5,1.000000000
0.100000000,"2012","low","total","S1","q",6.4440624302E+5,1.000000000
0.100000000,"2012","low","Serv","S1","wage",0.036223489,1.000000000
0.100000000,"2012","high","Serv","S1","q",53915.188623288,1.000000000
0.100000000,"2012","high","total","S1","q",76223.433596544,1.000000000
0.100000000,"2012","high","Serv","S1","wage",0.097106895,1.000000000
0.100000000,"2012","ECO2","fd","S1","q",2.338810168,1.000000000
0.100000000,"2012","low","","S1","ur",0.027392077,1.000000000
0.100000000,"2012","low","Coal","S1","q",432.172972852,1.000000000
0.100000000,"2012","low","Gas","S1","q",15.363014074,1.000000000
0.100000000,"2012","low","T_D","S1","q",1100.055248169,1.000000000
0.100000000,"2012","low","Oil","S1","q",40.287209566,1.000000000
0.100000000,"2012","low","Nuclear","S1","q",198.763356436,1.000000000
0.100000000,"2012","low","Hydro","S1","q",363.465295782,1.000000000
0.100000000,"2012","low","Wind","S1","q",224.730727321,1.000000000
0.100000000,"2012","low","Solar","S1","q",5.592412110,1.000000000
0.100000000,"2012","low","Biomass","S1","q",120.665783508,1.000000000
0.100000000,"2012","high","","S1","ur",0.049401631,1.000000000
0.100000000,"2012","high","Coal","S1","q",247.026020482,1.000000000
0.100000000,"2012","high","Gas","S1","q",8.781354804,1.000000000
0.100000000,"2012","high","T_D","S1","q",628.781270670,1.000000000
0.100000000,"2012","high","Oil","S1","q",23.027791309,1.000000000
0.100000000,"2012","high","Nuclear","S1","q",113.611271824,1.000000000
0.100000000,"2012","high","Hydro","S1","q",207.753355733,1.000000000
0.100000000,"2012","high","Wind","S1","q",128.453976759,1.000000000
0.100000000,"2012","high","Solar","S1","q",3.196570343,1.000000000
0.100000000,"2012","high","Biomass","S1","q",68.971430921,1.000000000
"1","2012","clim_s","Elec","S1","S1",22.696354721,1.000000000
"1","2012","clim_s","Roil","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","Paper","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","Chem","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","CM","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","IST","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","NFM","S1","S1",0.000000000,1.000000000
"1","2012","clim_s","Air","S1","S1",0.000000000,1.000000000
"1","2012","clim_a","","S1","S1",0.000000000,1.000000000
0.100000000,"2012","GDP","","S1","q",53680.017899580,1.000000000
0.200000000,"2012","out","Elec","S1","q",4850.169561760,1.000000000
0.200000000,"2012","ECO2","Elec","S1","q",25.218171268,1.000000000
0.200000000,"2012","low","Elec","S1","q",0.000000000,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Elec","S1","wage",0.079131811,1.000000000
0.200000000,"2012","high","Elec","S1","q",0.000000000,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Elec","S1","wage",0.113578142,1.000000000
0.200000000,"2012","out","Coal","S1","q",2748.764475468,1.000000000
0.200000000,"2012","ECO2","Coal","S1","q",16.311816348,1.000000000
0.200000000,"2012","low","Coal","S1","q",4604.465112143,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Coal","S1","wage",0.115591551,1.000000000
0.200000000,"2012","high","Coal","S1","q",545.459116438,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Coal","S1","wage",0.177585476,1.000000000
0.200000000,"2012","out","Oilgas","S1","q",1224.619123016,1.000000000
0.200000000,"2012","ECO2","Oilgas","S1","q",0.209753978,1.000000000
0.200000000,"2012","low","Oilgas","S1","q",701.045518178,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Oilgas","S1","wage",0.116924126,1.000000000
0.200000000,"2012","high","Oilgas","S1","q",414.825103165,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Oilgas","S1","wage",0.166891798,1.000000000
0.200000000,"2012","out","Roil","S1","q",3489.168090940,1.000000000
0.200000000,"2012","ECO2","Roil","S1","q",1.253732887,1.000000000
0.200000000,"2012","low","Roil","S1","q",350.226593759,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Roil","S1","wage",0.125323017,1.000000000
0.200000000,"2012","high","Roil","S1","q",219.719562358,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Roil","S1","wage",0.180655494,1.000000000
0.200000000,"2012","out","Gas","S1","q",311.871361903,1.000000000
0.200000000,"2012","ECO2","Gas","S1","q",0.890762061,1.000000000
0.200000000,"2012","low","Gas","S1","q",348.692586945,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Gas","S1","wage",0.034470417,1.000000000
0.200000000,"2012","high","Gas","S1","q",144.958233899,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Gas","S1","wage",0.050100985,1.000000000
0.200000000,"2012","out","Agri","S1","q",8952.766994142,1.000000000
0.200000000,"2012","ECO2","Agri","S1","q",0.464934894,1.000000000
0.200000000,"2012","low","Agri","S1","q",3.3445598203E+5,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Agri","S1","wage",0.015513692,1.000000000
0.200000000,"2012","high","Agri","S1","q",2064.782611079,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Agri","S1","wage",0.053751414,1.000000000
0.200000000,"2012","out","mine","S1","q",1880.434707338,1.000000000
0.200000000,"2012","ECO2","mine","S1","q",0.754915205,1.000000000
0.200000000,"2012","low","mine","S1","q",2138.299899814,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","mine","S1","wage",0.132049418,1.000000000
0.200000000,"2012","high","mine","S1","q",212.106832949,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","mine","S1","wage",0.217247592,1.000000000
0.200000000,"2012","out","Food","S1","q",8853.384398534,1.000000000
0.200000000,"2012","ECO2","Food","S1","q",0.555710382,1.000000000
0.200000000,"2012","low","Food","S1","q",8332.842598838,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Food","S1","wage",0.062826746,1.000000000
0.200000000,"2012","high","Food","S1","q",918.250990994,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Food","S1","wage",0.128818650,1.000000000
0.200000000,"2012","out","Paper","S1","q",1239.293306408,1.000000000
0.200000000,"2012","ECO2","Paper","S1","q",0.700233092,1.000000000
0.200000000,"2012","low","Paper","S1","q",2009.797695712,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Paper","S1","wage",0.047715635,1.000000000
0.200000000,"2012","high","Paper","S1","q",179.405342295,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Paper","S1","wage",0.075188431,1.000000000
0.200000000,"2012","out","Chem","S1","q",2802.080919323,1.000000000
0.200000000,"2012","ECO2","Chem","S1","q",5.651115972,1.000000000
0.200000000,"2012","low","Chem","S1","q",1354.252443086,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Chem","S1","wage",0.066434772,1.000000000
0.200000000,"2012","high","Chem","S1","q",357.331303091,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Chem","S1","wage",0.102206146,1.000000000
0.200000000,"2012","out","CM","S1","q",1681.405684086,1.000000000
0.200000000,"2012","ECO2","CM","S1","q",2.966519685,1.000000000
0.200000000,"2012","low","CM","S1","q",2137.815100568,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","CM","S1","wage",0.062296052,1.000000000
0.200000000,"2012","high","CM","S1","q",214.582609068,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","CM","S1","wage",0.097810444,1.000000000
0.200000000,"2012","out","IST","S1","q",1601.223350962,1.000000000
0.200000000,"2012","ECO2","IST","S1","q",5.243480450,1.000000000
0.200000000,"2012","low","IST","S1","q",1522.845162684,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","IST","S1","wage",0.048680758,1.000000000
0.200000000,"2012","high","IST","S1","q",347.923023898,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","IST","S1","wage",0.072886171,1.000000000
0.200000000,"2012","out","NFM","S1","q",2338.406866749,1.000000000
0.200000000,"2012","ECO2","NFM","S1","q",1.223925399,1.000000000
0.200000000,"2012","low","NFM","S1","q",848.078500315,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","NFM","S1","wage",0.111452684,1.000000000
0.200000000,"2012","high","NFM","S1","q",186.632544930,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","NFM","S1","wage",0.166518369,1.000000000
0.200000000,"2012","out","EII","S1","q",22445.983664588,1.000000000
0.200000000,"2012","ECO2","EII","S1","q",22.550038414,1.000000000
0.200000000,"2012","low","EII","S1","q",20446.765144267,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","EII","S1","wage",0.066411138,1.000000000
0.200000000,"2012","high","EII","S1","q",2329.882497834,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","EII","S1","wage",0.130068525,1.000000000
0.200000000,"2012","out","OM","S1","q",50728.619847680,1.000000000
0.200000000,"2012","ECO2","OM","S1","q",2.859323600,1.000000000
0.200000000,"2012","low","OM","S1","q",1.1090386536E+5,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","OM","S1","wage",0.043198617,1.000000000
0.200000000,"2012","high","OM","S1","q",10267.991225453,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","OM","S1","wage",0.088961929,1.000000000
0.200000000,"2012","out","Air","S1","q",509.799414612,1.000000000
0.200000000,"2012","ECO2","Air","S1","q",0.412109045,1.000000000
0.200000000,"2012","low","Air","S1","q",186.343115871,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Air","S1","wage",0.090046007,1.000000000
0.200000000,"2012","high","Air","S1","q",276.796292265,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Air","S1","wage",0.133560172,1.000000000
0.200000000,"2012","out","Tran","S1","q",5040.606251244,1.000000000
0.200000000,"2012","ECO2","Tran","S1","q",3.081761821,1.000000000
0.200000000,"2012","low","Tran","S1","q",22111.949068718,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Tran","S1","wage",0.036023111,1.000000000
0.200000000,"2012","high","Tran","S1","q",2197.994626711,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Tran","S1","wage",0.065793761,1.000000000
0.200000000,"2012","out","Serv","S1","q",39413.895443907,1.000000000
0.200000000,"2012","ECO2","Serv","S1","q",2.141310130,1.000000000
0.200000000,"2012","low","Serv","S1","q",1.2945188066E+5,1.000000000
0.200000000,"2012","low","total","S1","q",6.4440624263E+5,1.000000000
0.200000000,"2012","low","Serv","S1","wage",0.036223489,1.000000000
0.200000000,"2012","high","Serv","S1","q",53915.188592098,1.000000000
0.200000000,"2012","high","total","S1","q",76223.433559381,1.000000000
0.200000000,"2012","high","Serv","S1","wage",0.097106895,1.000000000
0.200000000,"2012","ECO2","fd","S1","q",2.338810167,1.000000000
0.200000000,"2012","low","","S1","ur",0.027392077,1.000000000
0.200000000,"2012","low","Coal","S1","q",432.172966943,1.000000000
0.200000000,"2012","low","Gas","S1","q",15.363014897,1.000000000
0.200000000,"2012","low","T_D","S1","q",1100.055242667,1.000000000
0.200000000,"2012","low","Oil","S1","q",40.287209403,1.000000000
0.200000000,"2012","low","Nuclear","S1","q",198.763364323,1.000000000
0.200000000,"2012","low","Hydro","S1","q",363.465296768,1.000000000
0.200000000,"2012","low","Wind","S1","q",224.730737212,1.000000000
0.200000000,"2012","low","Solar","S1","q",5.592412339,1.000000000
0.200000000,"2012","low","Biomass","S1","q",120.665789279,1.000000000
0.200000000,"2012","high","","S1","ur",0.049401631,1.000000000
0.200000000,"2012","high","Coal","S1","q",247.026017105,1.000000000
0.200000000,"2012","high","Gas","S1","q",8.781355274,1.000000000
0.200000000,"2012","high","T_D","S1","q",628.781267525,1.000000000
0.200000000,"2012","high","Oil","S1","q",23.027791216,1.000000000
0.200000000,"2012","high","Nuclear","S1","q",113.611276333,1.000000000
0.200000000,"2012","high","Hydro","S1","q",207.753356297,1.000000000
0.200000000,"2012","high","Wind","S1","q",128.453982412,1.000000000
0.200000000,"2012","high","Solar","S1","q",3.196570474,1.000000000
0.200000000,"2012","high","Biomass","S1","q",68.971434219,1.000000000
"2","2012","clim_s","Elec","S1","S1",20.174537530,1.000000000
"2","2012","clim_s","Roil","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","Paper","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","Chem","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","CM","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","IST","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","NFM","S1","S1",0.000000000,1.000000000
"2","2012","clim_s","Air","S1","S1",0.000000000,1.000000000
"2","2012","clim_a","","S1","S1",0.000000000,1.000000000
0.200000000,"2012","GDP","","S1","q",53680.017866976,1.000000000
0.300000000,"2012","out","Elec","S1","q",4850.169480707,1.000000000
0.300000000,"2012","ECO2","Elec","S1","q",25.218169808,1.000000000
0.300000000,"2012","low","Elec","S1","q",0.000000000,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Elec","S1","wage",0.079131812,1.000000000
0.300000000,"2012","high","Elec","S1","q",0.000000000,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Elec","S1","wage",0.113578144,1.000000000
0.300000000,"2012","out","Coal","S1","q",2748.764417905,1.000000000
0.300000000,"2012","ECO2","Coal","S1","q",16.311816006,1.000000000
0.300000000,"2012","low","Coal","S1","q",4604.465027939,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Coal","S1","wage",0.115591549,1.000000000
0.300000000,"2012","high","Coal","S1","q",545.459106463,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Coal","S1","wage",0.177585473,1.000000000
0.300000000,"2012","out","Oilgas","S1","q",1224.619117064,1.000000000
0.300000000,"2012","ECO2","Oilgas","S1","q",0.209753978,1.000000000
0.300000000,"2012","low","Oilgas","S1","q",701.045516410,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Oilgas","S1","wage",0.116924125,1.000000000
0.300000000,"2012","high","Oilgas","S1","q",414.825102119,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Oilgas","S1","wage",0.166891797,1.000000000
0.300000000,"2012","out","Roil","S1","q",3489.168087694,1.000000000
0.300000000,"2012","ECO2","Roil","S1","q",1.253732886,1.000000000
0.300000000,"2012","low","Roil","S1","q",350.226593622,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Roil","S1","wage",0.125323016,1.000000000
0.300000000,"2012","high","Roil","S1","q",219.719562272,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Roil","S1","wage",0.180655494,1.000000000
0.300000000,"2012","out","Gas","S1","q",311.871370273,1.000000000
0.300000000,"2012","ECO2","Gas","S1","q",0.890762086,1.000000000
0.300000000,"2012","low","Gas","S1","q",348.692593920,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Gas","S1","wage",0.034470418,1.000000000
0.300000000,"2012","high","Gas","S1","q",144.958236798,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Gas","S1","wage",0.050100986,1.000000000
0.300000000,"2012","out","Agri","S1","q",8952.766992089,1.000000000
0.300000000,"2012","ECO2","Agri","S1","q",0.464934893,1.000000000
0.300000000,"2012","low","Agri","S1","q",3.3445598206E+5,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Agri","S1","wage",0.015513692,1.000000000
0.300000000,"2012","high","Agri","S1","q",2064.782611216,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Agri","S1","wage",0.053751414,1.000000000
0.300000000,"2012","out","mine","S1","q",1880.434704055,1.000000000
0.300000000,"2012","ECO2","mine","S1","q",0.754915209,1.000000000
0.300000000,"2012","low","mine","S1","q",2138.299901818,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","mine","S1","wage",0.132049418,1.000000000
0.300000000,"2012","high","mine","S1","q",212.106833148,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","mine","S1","wage",0.217247592,1.000000000
0.300000000,"2012","out","Food","S1","q",8853.384396553,1.000000000
0.300000000,"2012","ECO2","Food","S1","q",0.555710386,1.000000000
0.300000000,"2012","low","Food","S1","q",8332.842605206,1.000000000
0.300000000,"2012","low","total","S1","q",6.4440624272E+5,1.000000000
0.300000000,"2012","low","Food","S1","wage",0.062826745,1.000000000
0.300000000,"2012","high","Food","S1","q",918.250991695,1.000000000
0.300000000,"2012","high","total","S1","q",76223.433590303,1.000000000
0.300000000,"2012","high","Food","S1","wage",0.128818650,1.000000000
